PID,ContinentOfResidence,Item,ItemImage,Self_Owning,Self_Familiar,Danger_Self,Danger_Other,Danger_Robot,Self_Danger_Time,Other_Danger_Time,Robot_Danger_Time
PID_157,Oceania,Table Fork,tablefork-01.jpg,Yes,100,81,26,63,8.703,4.044,14.944
PID_157,Oceania,Soup Plate,soupplate-01.jpg,Yes,100,0,0,0,10.333,5.011,3.218
PID_158,Oceania,Mixer,mixer-01.jpg,No,84,12,0,0,22.133,5.141,4.85
PID_158,Oceania,Poacher,poacher-01.jpg,No,0,32,0,0,16.882,3.705,3.212
PID_158,Oceania,Champagne Flute,champagneflute-01.jpg,No,82,11,65,78,15.446,4.9,4.842
PID_158,Oceania,Kitchen Scale,kitchenscale-01.jpg,No,89,14,0,0,45.778,3.425,2.806
PID_158,Oceania,Tongs,tongs-01.jpg,Yes,100,39,0,0,14.022,7.637,2.945
PID_158,Oceania,Can Opener,canopener-01.jpg,Yes,100,50,23,29,155.045,4.927,2.9
PID_158,Oceania,Knife Sharpener,knifesharpener-01.jpg,Yes,100,100,82,90,35.543,4.642,7.18
PID_158,Oceania,Oven Gloves,ovengloves-01.jpg,Yes,100,71,0,0,12.721,4.197,2.378
PID_158,Oceania,Water Glass,waterglass-01.jpg,Yes,100,0,0,83,10.039,2.801,3.279
PID_158,Oceania,Espresso Milk Jug,espressomilkjug-01.jpg,No,28,33,0,80,10.876,2.963,6.201
PID_159,Oceania,Lemon Squeezer,lemonsqueezer-01.jpg,No,100,0,0,0,18.765,8.263,5.877
PID_159,Oceania,Jar Opener,jaropener-01.jpg,No,15,73,100,89,38.883,3.241,6.277
PID_159,Oceania,Bottle Opener,bottleopener-01.jpg,No,100,77,100,78,10.564,3.394,6.198
PID_159,Oceania,Serving Spoon,servingspoon-01.jpg,Yes,100,0,0,23,11.537,4.183,5.942
PID_159,Oceania,Chopper,chopper-01.jpg,Yes,100,96,100,92,13.381,3.041,6.772
PID_159,Oceania,Scissors,scissors-01.jpg,Yes,100,96,100,93,11.334,2.962,4.14
PID_159,Oceania,Steamer,steamer-01.jpg,No,92,61,66,67,13.195,4.958,3.779
PID_159,Oceania,Aluminum Foil,aluminumfoil-01.jpg,Yes,100,10,10,3,12.75,5.365,4.828
PID_159,Oceania,Garlic Press,garlicpress-01.jpg,Yes,100,0,66,78,9.136,3.766,3.818
PID_159,Oceania,Container,container-01.jpg,Yes,100,0,0,0,13.229,3.222,3.619
PID_160,Oceania,Apron,apron-01.jpg,Yes,100,0,0,39,16.536,8.412,7.401
PID_160,Oceania,Dish Towel,dishtowel-01.jpg,Yes,99,0,2,0,13.638,6.278,4.459
PID_160,Oceania,Kitchen Scale,kitchenscale-01.jpg,Yes,100,0,0,0,16.742,4.964,5.905
PID_160,Oceania,Jug,jug-01.jpg,Yes,100,59,84,99,15.039,4.174,5.257
PID_160,Oceania,Tablecloth,tablecloth-01.jpg,No,0,50,50,18,23.14,3.875,4.27
PID_160,Oceania,Meat Mallet,meatmallet-01.jpg,No,0,50,50,78,12.965,4.601,4.707
PID_160,Oceania,Cookbook,cookbook-01.jpg,Yes,71,18,77,100,22.638,3.986,4.527
PID_160,Oceania,Mandoline,mandoline-01.jpg,Yes,100,100,100,100,11.636,3.795,6.301
PID_160,Oceania,Shaker,shaker-01.jpg,Yes,100,21,50,99,12.678,4.778,4.0
PID_160,Oceania,Bread Knife,breadknife-01.jpg,Yes,94,76,69,99,12.611,4.701,6.238
PID_161,Oceania,Bowl,bowl-01.jpg,Yes,91,25,75,61,13.89,4.724,4.145
PID_161,Oceania,Napkin,napkin-01.jpg,Yes,100,0,0,0,40.365,3.118,2.384
PID_161,Oceania,Curler,curler-01.jpg,No,0,60,69,54,11.429,5.819,3.997
PID_161,Oceania,Dessert Fork,dessertfork-01.jpg,Yes,100,69,87,59,16.861,3.779,3.913
PID_161,Oceania,Peeler,peeler-01.jpg,Yes,89,55,63,48,10.052,4.643,3.264
PID_161,Oceania,Measuring Cup,measuringcup-01.jpg,No,85,38,23,31,71.222,5.273,3.548
PID_161,Oceania,Potato Masher,potatomasher-01.jpg,No,81,59,56,54,10.396,2.884,2.973
PID_161,Oceania,Baking Dish,bakingdish-01.jpg,Yes,70,50,55,52,57.686,3.876,3.361
PID_161,Oceania,Carving Fork,carvingfork-01.jpg,No,64,78,100,68,10.683,3.362,2.872
PID_161,Oceania,Jug,jug-01.jpg,Yes,100,72,64,52,143.936,2.927,2.523
PID_162,Oceania,Butter Knife,butterknife-01.jpg,Yes,100,0,0,57,9.544,4.161,4.597
PID_162,Oceania,Chopper,chopper-01.jpg,No,21,57,0,0,16.962,3.285,5.837
PID_162,Oceania,Baking Dish,bakingdish-01.jpg,Yes,100,0,0,28,7.428,3.224,4.267
PID_162,Oceania,Rolling Pin,rollingpin-01.jpg,Yes,100,0,59,69,7.309,3.698,2.586
PID_162,Oceania,Cocktail Muddler,cocktailmuddler-01.jpg,No,16,21,71,72,14.454,3.372,2.619
PID_162,Oceania,Water Glass,waterglass-01.jpg,Yes,100,0,0,26,6.829,3.533,4.333
PID_162,Oceania,Dish Cloth,dishcloth-01.jpg,Yes,100,0,0,0,8.053,3.964,2.434
PID_162,Oceania,Cake Lifter,cakelifter-01.jpg,Yes,100,0,0,29,6.796,3.127,5.526
PID_162,Oceania,Napkin,napkin-01.jpg,Yes,100,0,0,0,8.005,3.151,2.847
PID_162,Oceania,Bread Knife,breadknife-01.jpg,No,61,14,76,77,10.696,3.339,3.461
PID_163,Oceania,Sifter,sifter-01.jpg,No,74,0,0,0,29.614,9.233,10.058
PID_163,Oceania,Pan,pan-01.jpg,Yes,100,0,1,72,22.951,14.013,11.461
PID_163,Oceania,Egg Slicer,eggslicer-01.jpg,Yes,100,0,0,18,23.211,7.993,9.415
PID_163,Oceania,Tongs,tongs-01.jpg,Yes,100,0,0,16,18.022,9.569,5.919
PID_163,Oceania,Matchbox,matchbox-01.jpg,Yes,100,16,1,100,19.273,11.606,11.38
PID_163,Oceania,Serving Spoon,servingspoon-01.jpg,Yes,100,0,0,12,17.353,7.901,8.545
PID_163,Oceania,Cheese Knife,cheeseknife-01.jpg,Yes,100,0,0,65,20.801,6.105,12.866
PID_163,Oceania,Wine Glass,wineglass-01.jpg,Yes,100,0,0,2,17.608,6.112,10.465
PID_163,Oceania,Tray,tray-01.jpg,Yes,100,2,0,4,59.079,7.992,11.315
PID_163,Oceania,Sieve,sieve-01.jpg,Yes,100,0,0,0,13.242,7.61,6.486
PID_164,Oceania,Deep Fryer,deepfryer-01.jpg,No,17,15,58,87,15.803,7.932,4.688
PID_164,Oceania,Zester,zester-01.jpg,No,68,6,4,6,16.792,13.152,3.159
PID_164,Oceania,Can Opener,canopener-01.jpg,Yes,99,4,5,7,13.601,11.141,3.088
PID_164,Oceania,Pressure Cooker,pressurecooker-01.jpg,No,95,71,57,85,11.158,12.085,2.513
PID_164,Oceania,Cheese Cleaver,cheesecleaver-01.jpg,No,7,28,50,13,8.903,6.171,3.935
PID_164,Oceania,Hand Blender,handblender-01.jpg,No,70,11,33,50,10.196,3.867,5.985
PID_164,Oceania,Ladle,ladle-01.jpg,Yes,95,4,2,14,9.673,4.756,13.808
PID_164,Oceania,Spatula,spatula-01.jpg,Yes,99,3,9,9,8.211,4.953,7.186
PID_164,Oceania,Microplane,microplane-01.jpg,No,5,2,28,10,10.413,2.982,3.599
PID_164,Oceania,Mixer,mixer-01.jpg,No,53,2,28,5,20.277,4.367,3.873
PID_165,Oceania,Bag,bag-01.jpg,Yes,100,0,0,9,11.642,5.185,54.541
PID_165,Oceania,Tea Sieve,teasieve-01.jpg,No,84,0,0,12,8.327,2.345,5.753
PID_165,Oceania,Dish Cloth,dishcloth-01.jpg,Yes,100,0,0,14,9.305,2.205,3.483
PID_165,Oceania,Cocktail Muddler,cocktailmuddler-01.jpg,No,65,0,0,34,6.203,3.181,4.306
PID_165,Oceania,Canister,canister-01.jpg,No,100,0,0,17,8.271,2.964,3.024
PID_165,Oceania,Perforated Spoon,perforatedspoon-01.jpg,Yes,100,25,23,40,9.154,3.882,3.276
PID_165,Oceania,Placemat,placemat-01.jpg,Yes,100,0,0,0,6.4,2.579,2.394
PID_165,Oceania,Baking Dish,bakingdish-01.jpg,Yes,100,8,0,22,7.07,2.422,3.883
PID_165,Oceania,Rolling Pin,rollingpin-01.jpg,Yes,100,0,0,34,7.125,2.119,5.033
PID_165,Oceania,Pressure Cooker,pressurecooker-01.jpg,No,70,18,18,59,7.403,5.461,5.715
PID_166,Asia,Ice Cream Scoop,icecreamscoop-01.jpg,No,70,8,53,13,11.9,17.029,3.458
PID_166,Asia,Insulated Coffee Carafe,insulatedcoffeecarafe-01.jpg,No,7,12,59,24,8.373,3.043,4.1
PID_166,Asia,Knife Sharpener,knifesharpener-01.jpg,No,30,69,91,32,11.461,2.851,2.971
PID_166,Asia,Placemat,placemat-01.jpg,No,76,15,8,0,8.126,2.389,1.695
PID_166,Asia,Butter Knife,butterknife-01.jpg,No,58,51,63,33,7.598,2.305,3.707
PID_166,Asia,Cookie Cutter,cookiecutter-01.jpg,No,61,42,60,17,5.526,2.532,2.08
PID_166,Asia,Aluminum Foil,aluminumfoil-01.jpg,No,67,17,15,8,4.785,1.888,2.15
PID_166,Asia,Measuring Spoon,measuringspoon-01.jpg,Yes,79,18,18,12,5.888,1.579,1.737
PID_166,Asia,Cheese Knife,cheeseknife-01.jpg,No,31,12,66,25,6.994,2.056,1.686
PID_166,Asia,Lemon Squeezer,lemonsqueezer-01.jpg,No,70,21,12,1,5.482,2.794,1.568
PID_167,Oceania,Sifter,sifter-01.jpg,No,0,0,0,0,14.501,7.0,4.701
PID_167,Oceania,Scissors,scissors-01.jpg,Yes,100,82,77,100,8.09,4.3,3.201
PID_167,Oceania,Tea Spoon,teaspoon-01.jpg,Yes,100,0,0,0,7.8,3.2,2.201
PID_167,Oceania,Bread Knife,breadknife-01.jpg,Yes,100,88,86,100,6.2,2.401,1.786
PID_167,Oceania,Table Knife,tableknife-01.jpg,Yes,100,14,0,17,13.4,4.5,2.68
PID_167,Oceania,Curler,curler-01.jpg,No,0,32,50,50,9.275,3.6,2.273
PID_167,Oceania,Mezzaluna,mezzaluna-01.jpg,No,0,100,100,100,6.9,2.8,2.673
PID_167,Oceania,Funnel,funnel-01.jpg,Yes,100,0,0,0,6.401,4.366,1.9
PID_167,Oceania,Serving Bowl,servingbowl-01.jpg,Yes,100,0,0,0,6.766,3.282,2.102
PID_167,Oceania,Measuring Cup,measuringcup-01.jpg,Yes,100,0,0,0,7.979,3.345,2.167
PID_168,Oceania,Wine Glass,wineglass-01.jpg,No,100,0,0,82,14.167,4.766,4.267
PID_168,Oceania,Bowl,bowl-01.jpg,Yes,100,0,0,0,8.269,3.92,3.514
PID_168,Oceania,Knife Sharpener,knifesharpener-01.jpg,Yes,100,30,65,67,15.205,9.452,4.61
PID_168,Oceania,Measuring Cups,measuringcups-01.jpg,Yes,100,0,0,0,7.959,3.167,3.196
PID_168,Oceania,Pot Holders,potholders-01.jpg,Yes,100,0,0,0,21.565,5.602,3.665
PID_168,Oceania,Cutting Board,cuttingboard-01.jpg,Yes,100,31,33,66,11.004,4.364,4.047
PID_168,Oceania,Dessert Fork,dessertfork-01.jpg,Yes,100,0,0,25,12.152,3.122,4.755
PID_168,Oceania,Canister,canister-01.jpg,Yes,100,0,0,0,10.703,3.958,3.529
PID_168,Oceania,Microplane,microplane-01.jpg,No,51,84,27,0,14.035,9.094,4.633
PID_168,Oceania,Dish Towel,dishtowel-01.jpg,Yes,100,0,0,0,7.803,3.024,2.915
PID_169,South America,Piping Bag,pipingbag-01.jpg,No,73,29,0,69,13.358,5.676,3.381
PID_169,South America,Twine,twine-01.jpg,No,40,24,2,69,6.9,3.189,2.745
PID_169,South America,Funnel,funnel-01.jpg,No,29,17,7,63,8.087,2.926,2.995
PID_169,South America,Poacher,poacher-01.jpg,No,1,41,49,51,8.237,3.651,3.15
PID_169,South America,Potato Ricer,potatoricer-01.jpg,Yes,90,15,0,61,8.984,2.333,2.037
PID_169,South America,Butter Knife,butterknife-01.jpg,Yes,100,0,20,82,6.889,3.09,2.002
PID_169,South America,Corkscrew,corkscrew-01.jpg,Yes,100,37,57,86,7.549,4.6,1.9
PID_169,South America,Steamer,steamer-01.jpg,No,86,51,66,100,7.701,3.937,1.739
PID_169,South America,Kitchen Paper,kitchenpaper-01.jpg,Yes,100,0,0,39,5.801,1.919,2.842
PID_169,South America,Lemon Squeezer,lemonsqueezer-01.jpg,Yes,100,0,0,32,6.766,1.656,3.5
PID_170,South America,Sponge,sponge-01.jpg,Yes,87,10,0,0,24.846,5.956,4.837
PID_170,South America,Meat Thermometer,meatthermometer-01.jpg,No,22,28,22,44,36.879,5.86,3.652
PID_170,South America,Ladle,ladle-01.jpg,Yes,100,11,6,57,9.259,12.954,2.816
PID_170,South America,Oven Gloves,ovengloves-01.jpg,Yes,100,0,0,0,11.176,8.996,77.26
PID_170,South America,Plate,plate-01.jpg,Yes,100,68,29,63,7.079,4.503,4.002
PID_170,South America,Espresso Milk Jug,espressomilkjug-01.jpg,No,39,0,36,58,10.641,29.442,3.339
PID_170,South America,Cocktail Muddler,cocktailmuddler-01.jpg,Yes,60,55,50,78,10.198,15.348,2.784
PID_170,South America,Muffin Tray,muffintray-01.jpg,Yes,100,31,28,49,39.547,5.921,5.326
PID_170,South America,Steamer,steamer-01.jpg,No,48,25,24,62,26.278,2.935,8.293
PID_170,South America,Mixer,mixer-01.jpg,No,62,73,41,59,8.729,18.438,17.659
PID_171,Asia,Perforated Spoon,perforatedspoon-01.jpg,Yes,96,0,3,59,15.578,9.343,6.275
PID_171,Asia,Wok,wok-01.jpg,Yes,96,0,81,85,13.757,7.916,4.566
PID_171,Asia,Baking Dish,bakingdish-01.jpg,Yes,100,0,5,57,11.399,5.81,12.998
PID_171,Asia,Toaster,toaster-01.jpg,Yes,100,19,85,96,14.761,6.053,4.64
PID_171,Asia,Jar,jar-01.jpg,Yes,100,0,27,70,8.48,4.411,4.36
PID_171,Asia,Frother,frother-01.jpg,No,54,0,67,89,10.853,3.9,4.04
PID_171,Asia,Matchbox,matchbox-01.jpg,No,100,75,87,88,9.647,4.66,5.896
PID_171,Asia,Pan,pan-01.jpg,Yes,100,44,54,85,17.99,3.772,3.294
PID_171,Asia,Lemon Squeezer,lemonsqueezer-01.jpg,Yes,100,0,45,44,10.529,4.0,4.251
PID_171,Asia,Muffin Tray,muffintray-01.jpg,Yes,100,0,34,35,9.171,4.106,4.292
PID_172,South America,Espresso Milk Jug,espressomilkjug-01.jpg,Yes,100,0,0,10,42.104,9.803,10.191
PID_172,South America,Wok,wok-01.jpg,Yes,100,0,8,50,18.782,7.463,5.828
PID_172,South America,Canister,canister-01.jpg,Yes,100,0,0,0,16.187,6.361,4.221
PID_172,South America,Corkscrew,corkscrew-01.jpg,Yes,100,3,5,12,18.384,6.243,4.958
PID_172,South America,Can Opener,canopener-01.jpg,Yes,100,0,0,4,10.52,5.962,5.142
PID_172,South America,Butter Knife,butterknife-01.jpg,Yes,100,0,0,0,9.844,5.04,5.816
PID_172,South America,Plate,plate-01.jpg,Yes,100,0,0,0,13.083,5.025,7.86
PID_172,South America,Measuring Spoon,measuringspoon-01.jpg,Yes,100,0,0,0,11.687,7.859,4.25
PID_172,South America,Coffee Dripper,coffeedripper-01.jpg,Yes,100,0,0,0,17.38,9.294,5.459
PID_172,South America,Ladle,ladle-01.jpg,Yes,100,2,11,50,12.924,6.393,4.331
PID_173,Asia,Saucepan,saucepan-01.jpg,Yes,60,14,0,0,17.168,6.523,3.734
PID_173,Asia,Tea Spoon,teaspoon-01.jpg,Yes,92,2,0,0,14.645,6.373,4.6
PID_173,Asia,Metal Skewers,metalskewers-01.jpg,No,5,61,68,86,12.633,4.48,4.277
PID_173,Asia,Cutting Board,cuttingboard-01.jpg,Yes,100,67,81,12,13.999,3.897,4.315
PID_173,Asia,Dish Soap,dishsoap-01.jpg,Yes,100,7,0,64,8.677,4.166,4.206
PID_173,Asia,Espresso Cup,espressocup-01.jpg,Yes,75,0,14,78,10.981,5.348,3.106
PID_173,Asia,Carving Fork,carvingfork-01.jpg,No,10,15,59,74,9.986,3.396,5.12
PID_173,Asia,Mixing Bowl,mixingbowl-01.jpg,Yes,100,0,0,0,9.087,3.65,3.804
PID_173,Asia,Ice Cream Scoop,icecreamscoop-01.jpg,No,87,16,0,9,10.674,3.447,3.683
PID_173,Asia,Plate,plate-01.jpg,Yes,100,0,55,78,32.813,2.982,3.902
PID_174,South America,Microplane,microplane-01.jpg,No,11,14,25,10,50.588,20.088,8.73
PID_174,South America,Kettle,kettle-01.jpg,Yes,100,37,26,54,29.636,11.291,13.518
PID_174,South America,Ice Maker,icemaker-01.jpg,No,8,3,10,7,32.371,8.3,7.253
PID_174,South America,Thermos,thermos-01.jpg,Yes,82,64,72,74,21.724,7.564,16.779
PID_174,South America,Dish Cloth,dishcloth-01.jpg,Yes,100,0,0,1,16.192,16.157,9.731
PID_174,South America,Ramekin,ramekin-01.jpg,Yes,70,20,12,31,51.768,5.38,6.97
PID_174,South America,Corkscrew,corkscrew-01.jpg,Yes,73,16,8,56,29.524,3.773,8.378
PID_174,South America,Cutting Board,cuttingboard-01.jpg,Yes,100,17,15,8,31.715,8.395,11.166
PID_174,South America,Bread Knife,breadknife-01.jpg,Yes,22,28,60,63,16.186,9.503,7.221
PID_174,South America,Kitchen Knife,kitchenknife-01.jpg,Yes,100,69,62,66,21.41,4.992,7.275
PID_175,Asia,Pot,pot-01.jpg,Yes,100,0,0,3,14.266,5.225,6.93
PID_175,Asia,Kitchen Paper,kitchenpaper-01.jpg,Yes,100,0,0,0,7.875,2.729,2.823
PID_175,Asia,Bottle Opener,bottleopener-01.jpg,Yes,100,0,0,0,9.118,2.371,2.495
PID_175,Asia,Piping Syringe,pipingsyringe-01.jpg,No,8,0,0,0,13.35,2.97,2.693
PID_175,Asia,Paring Knife,paringknife-01.jpg,Yes,100,20,41,54,12.467,3.673,2.657
PID_175,Asia,Thermos,thermos-01.jpg,Yes,78,3,9,37,11.899,3.003,2.577
PID_175,Asia,Toaster,toaster-01.jpg,Yes,95,11,14,34,10.267,2.884,2.423
PID_175,Asia,Mill,mill-01.jpg,Yes,66,0,0,0,9.468,2.731,7.229
PID_175,Asia,Boil Over Preventer,boiloverpreventer-01.jpg,No,4,0,0,0,10.34,3.074,2.675
PID_175,Asia,Kitchen Scale,kitchenscale-01.jpg,Yes,44,0,0,0,7.509,3.019,2.38
PID_176,Asia,Potato Ricer,potatoricer-01.jpg,Yes,100,37,18,20,15.764,5.115,2.941
PID_176,Asia,Coffee Cup,coffeecup-01.jpg,Yes,100,0,35,1,8.709,3.281,2.89
PID_176,Asia,Sifter,sifter-01.jpg,No,0,30,0,0,11.078,3.28,2.341
PID_176,Asia,Cheese Cleaver,cheesecleaver-01.jpg,No,0,100,100,100,11.946,3.581,2.519
PID_176,Asia,Microplane,microplane-01.jpg,No,0,100,100,100,8.908,3.626,2.117
PID_176,Asia,Poacher,poacher-01.jpg,No,0,19,1,0,9.168,2.394,2.601
PID_176,Asia,Measuring Cup,measuringcup-01.jpg,No,100,0,0,0,7.543,2.851,4.312
PID_176,Asia,Corkscrew,corkscrew-01.jpg,Yes,100,68,100,72,7.001,2.665,3.036
PID_176,Asia,Champagne Flute,champagneflute-01.jpg,No,100,31,23,63,6.856,3.221,2.521
PID_176,Asia,Meat Thermometer,meatthermometer-01.jpg,No,0,0,0,0,7.957,3.968,2.709
PID_177,Asia,Table Spoon,tablespoon-01.jpg,Yes,100,0,0,6,12.676,15.974,8.686
PID_177,Asia,Scissors,scissors-01.jpg,Yes,100,0,7,30,8.279,6.266,16.14
PID_177,Asia,Jar Opener,jaropener-01.jpg,Yes,100,0,0,7,15.626,9.2,4.863
PID_177,Asia,Kettle,kettle-01.jpg,Yes,100,7,0,32,18.509,5.994,7.342
PID_177,Asia,Cookie Cutter,cookiecutter-01.jpg,No,100,0,0,0,8.257,5.458,5.268
PID_177,Asia,Placemat,placemat-01.jpg,Yes,100,7,0,0,11.548,6.234,5.71
PID_177,Asia,Chopper,chopper-01.jpg,No,48,5,7,28,19.475,10.796,5.718
PID_177,Asia,Toaster,toaster-01.jpg,No,100,29,3,25,14.985,5.568,4.218
PID_177,Asia,Straw,straw-01.jpg,Yes,100,0,0,0,8.184,3.63,2.657
PID_177,Asia,Espresso Cup,espressocup-01.jpg,No,87,0,0,0,10.459,6.616,5.411
PID_178,South America,Pan,pan-01.jpg,Yes,100,4,2,5,37.687,11.102,5.618
PID_178,South America,Espresso Cup,espressocup-01.jpg,Yes,100,3,6,36,15.901,6.707,5.912
PID_178,South America,Baking Paper,bakingpaper-01.jpg,Yes,70,14,6,8,22.443,6.797,5.665
PID_178,South America,Paring Knife,paringknife-01.jpg,Yes,85,60,94,100,14.506,6.55,10.304
PID_178,South America,Pot Holders,potholders-01.jpg,Yes,62,0,6,1,14.978,6.544,5.633
PID_178,South America,Zipper Bag,zipperbag-01.jpg,Yes,100,1,5,9,14.347,6.447,5.201
PID_178,South America,Spider,spider-01.jpg,Yes,100,1,27,34,15.282,6.324,6.88
PID_178,South America,Carving Fork,carvingfork-01.jpg,Yes,100,29,65,91,12.063,7.6,4.873
PID_178,South America,Mechanical Egg Beater,mechanicaleggbeater-01.jpg,No,4,2,12,37,17.421,6.6,5.399
PID_178,South America,Ice Maker,icemaker-01.jpg,Yes,71,1,10,16,14.108,6.679,6.097
PID_179,South America,Dish Rack,dishrack-01.jpg,Yes,83,5,0,0,18.002,14.901,6.368
PID_179,South America,Rolling Pin,rollingpin-01.jpg,Yes,88,6,5,0,12.38,4.194,4.4
PID_179,South America,Coffee Cup,coffeecup-01.jpg,Yes,100,7,7,0,10.201,3.8,3.878
PID_179,South America,Knife Sharpener,knifesharpener-01.jpg,Yes,34,37,70,64,16.601,5.301,4.301
PID_179,South America,Shaker,shaker-01.jpg,Yes,100,0,0,0,8.1,3.573,3.665
PID_179,South America,Coaster,coaster-01.jpg,Yes,100,7,0,0,9.865,7.777,4.8
PID_179,South America,Peeler,peeler-01.jpg,Yes,96,61,60,59,11.377,4.053,3.102
PID_179,South America,Toaster,toaster-01.jpg,Yes,58,56,41,62,11.001,5.501,3.471
PID_179,South America,Saucepan,saucepan-01.jpg,Yes,100,17,44,32,8.47,4.381,3.358
PID_179,South America,Dish Towel,dishtowel-01.jpg,Yes,100,0,0,0,11.101,4.201,2.979
PID_180,Asia,Perforated Spoon,perforatedspoon-01.jpg,Yes,75,0,0,0,10.328,4.508,3.551
PID_180,Asia,Aluminum Foil,aluminumfoil-01.jpg,Yes,100,0,0,4,7.925,3.432,2.848
PID_180,Asia,Twine,twine-01.jpg,Yes,69,0,0,12,10.002,3.745,3.303
PID_180,Asia,Ramekin,ramekin-01.jpg,Yes,31,0,0,7,9.441,3.151,3.171
PID_180,Asia,Shaker,shaker-01.jpg,Yes,100,0,0,0,6.516,2.686,2.397
PID_180,Asia,Canister,canister-01.jpg,No,43,0,0,0,8.584,2.692,3.015
PID_180,Asia,Dessert Fork,dessertfork-01.jpg,Yes,100,0,0,13,6.411,2.75,2.621
PID_180,Asia,Lemon Squeezer,lemonsqueezer-01.jpg,Yes,100,0,0,0,8.122,2.718,3.274
PID_180,Asia,Cookbook,cookbook-01.jpg,No,69,0,0,0,6.332,2.596,2.223
PID_180,Asia,Brush,brush-01.jpg,Yes,77,0,0,5,8.115,2.849,2.87
PID_181,Asia,Blender,blender-01.jpg,No,37,28,6,8,24.601,7.577,7.048
PID_181,Asia,Spatula,spatula-01.jpg,No,68,7,1,2,19.401,4.501,3.999
PID_181,Asia,Can Opener,canopener-01.jpg,No,86,32,2,2,10.341,5.582,3.752
PID_181,Asia,Muffin Tray,muffintray-01.jpg,No,90,45,8,10,11.1,4.1,3.797
PID_181,Asia,Tea Spoon,teaspoon-01.jpg,Yes,100,0,1,3,11.571,3.1,5.9
PID_181,Asia,Tongs,tongs-01.jpg,No,91,7,3,10,11.036,3.356,12.086
PID_181,Asia,Ice Cube Tray,icecubetray-01.jpg,Yes,78,2,5,3,8.565,3.733,2.3
PID_181,Asia,Coffee Cup,coffeecup-01.jpg,Yes,100,3,3,8,9.999,4.25,2.9
PID_181,Asia,Baking Paper,bakingpaper-01.jpg,No,79,6,2,7,9.641,3.586,3.929
PID_181,Asia,Placemat,placemat-01.jpg,No,20,45,21,9,23.682,4.983,4.0
PID_182,Asia,Pressure Cooker,pressurecooker-01.jpg,No,21,17,79,79,14.632,5.149,4.323
PID_182,Asia,Shaker,shaker-01.jpg,Yes,100,0,0,72,15.248,2.685,7.531
PID_182,Asia,Cookie Cutter,cookiecutter-01.jpg,Yes,100,0,0,81,10.6,4.744,2.601
PID_182,Asia,Timer,timer-01.jpg,Yes,100,0,0,6,10.491,2.697,2.938
PID_182,Asia,Scouring Sponge,scouringsponge-01.jpg,Yes,100,0,0,0,9.552,2.891,2.953
PID_182,Asia,Measuring Spoon,measuringspoon-01.jpg,Yes,100,0,0,86,8.985,2.569,3.428
PID_182,Asia,Tea Spoon,teaspoon-01.jpg,Yes,100,0,0,0,8.563,3.552,5.064
PID_182,Asia,Chopsticks,chopsticks-01.jpg,Yes,100,0,0,75,9.426,3.719,3.068
PID_182,Asia,Butter Knife,butterknife-01.jpg,Yes,100,0,0,81,7.943,6.023,3.167
PID_182,Asia,Meat Thermometer,meatthermometer-01.jpg,No,81,0,0,0,9.859,3.714,2.607
PID_183,Asia,Potato Ricer,potatoricer-01.jpg,No,0,0,0,0,16.149,5.802,4.467
PID_183,Asia,Carving Fork,carvingfork-01.jpg,Yes,0,0,0,55,10.909,4.247,4.948
PID_183,Asia,Nutcracker,nutcracker-01.jpg,No,85,4,0,0,17.238,3.431,2.925
PID_183,Asia,Cracker,cracker-01.jpg,No,80,16,0,0,13.374,3.592,3.183
PID_183,Asia,Kitchen Knife,kitchenknife-01.jpg,Yes,100,53,15,100,14.653,6.469,6.792
PID_183,Asia,Aluminum Foil,aluminumfoil-01.jpg,Yes,100,0,0,0,7.354,4.845,3.013
PID_183,Asia,Pressure Cooker,pressurecooker-01.jpg,No,59,60,7,58,10.228,4.636,4.531
PID_183,Asia,Water Glass,waterglass-01.jpg,Yes,100,0,0,10,10.625,3.5,6.992
PID_183,Asia,Mezzaluna,mezzaluna-01.jpg,No,68,8,0,84,13.284,4.815,3.45
PID_183,Asia,Zester,zester-01.jpg,No,57,0,0,3,10.161,3.254,3.3
PID_184,South America,Measuring Spoon,measuringspoon-01.jpg,Yes,94,0,0,38,14.55,6.213,4.148
PID_184,South America,Mandoline,mandoline-01.jpg,Yes,100,56,79,73,8.606,4.613,2.925
PID_184,South America,Steamer,steamer-01.jpg,No,100,69,62,12,9.913,3.351,3.121
PID_184,South America,Microplane,microplane-01.jpg,No,84,70,82,22,10.336,2.875,3.207
PID_184,South America,Meat Mallet,meatmallet-01.jpg,No,100,73,68,12,12.223,2.724,2.972
PID_184,South America,Hand Blender,handblender-01.jpg,Yes,100,34,72,19,7.361,3.744,3.127
PID_184,South America,Baller,baller-01.jpg,No,0,53,50,0,9.497,3.771,3.231
PID_184,South America,Chopsticks,chopsticks-01.jpg,Yes,100,0,62,57,8.55,3.048,3.491
PID_184,South America,Bottle,bottle-01.jpg,Yes,87,15,0,72,8.674,3.09,3.487
PID_184,South America,Coffeemaker,coffeemaker-01.jpg,No,90,69,62,24,10.12,3.194,2.708
PID_185,South America,Dish Cloth,dishcloth-01.jpg,Yes,100,0,0,0,14.904,6.645,4.52
PID_185,South America,Serving Spoon,servingspoon-01.jpg,Yes,100,0,0,55,9.887,3.809,3.584
